# scale_pdf := (lambda >= 0) ? ( pdf * (lambda^2 + pi^2) ) : ( pdf * sqrt(2 pi) * exp(sigma) / sqrt(sigma) )
# sigma := exp(-lambda-1)
lambda,scaled_pdf,error
-0.859375,1.0353291184329690449095457500105422951499090618557405123621822131771008271969550868651985792619188587686903825420642213936571760210028524046487838142149832778811774441843,2.11749080e-168
-0.85546875,1.035439635281845734983497938738071660435179825127898445733471510786331037497350847459507793959638479161923505684432687953168822520691139893224912742230129377641524339774,1.75256749e-168
-0.8515625,1.0355504476423179581306749055143115624960697867354747347328488068382425554347925079280925271494954688969010549517906848380195738133530648442505537683849233954253507585097,1.38573120e-168
-0.84765625,1.0356615561016185808742033420990717976708931731520762478291612572364280652375901996326941355577003485338613161440067169435122577597926093603717202527547140393313463306808,1.24458346e-168
-0.84375,1.0357729612474962491705695888481763035322320882029996263392398729234808143732531146296702856745090748439276449769506975118920754527987448435178022763800957629417464912404,6.61296002e-169
-0.83984375,1.0358846636682144791094155079752482783642901796344603550610236680891389711551018585688133424135555828421571203538693280445442001201580939314888920902012156273041153248537,3.94013968e-169
-0.8359375,1.0359966639525507487025803653387638623507528778278713738255195277411997945153513476697905467223538677796392213130408769368983864698630774538297948124085242919686588316458,4.13926653e-169
-0.83203125,1.0361089626897955907898957949861389513505377452646855954947123196831527864178315321503885953158971696061665516444602226091488274282219589414600708205803956533634674185105,6.75205170e-169
-0.828125,1.0362215604697516870892039036726026311145064865813640500995610163348847157662650677586596659302378697192531487675103067480962253616003058541327568379593253583586399566515,9.14663261e-169
-0.82421875,1.0363344578827329634180307903652880132915844476514052355814380851102215877754624206101919001481830560874905611479001286797722506502859164373610977742262442062982716367939,1.12870039e-168
-0.8203125,1.0364476555195636861143092116896666747953724682252138236098088662006913148432600318304257078556755865998668666741306448417885392428346515024538768348825972652457419249476,5.68237887e-167
-0.81640625,1.0365611539715775596835048217535022516007746015651013575131468986747058461233635585923499608661368611114265043071959339240403740494258448489823947277006107059374342600502,1.47226196e-168
-0.8125,1.0366749538306168256994603571999371564892535757827537732443613783778669776053492305624468784053296893245559930631594079223148658426082775400214692132406709175977237193265,1.59981227e-168
-0.80859375,1.0367890556890313629862313291325805997805961185564098818479681673125815293557018152476777896959005765875357207807699308974546488200871586629523968573999214929254481361392,1.69912086e-168
-0.8046875,1.036903460139677789108145226187045634386080779866016353125810855943032295068270836401897516485261697515290068167517597606660767547273368780290297699672132791220153061495,1.81964597e-168
-0.80078125,1.0370181677759185631952739309895704430967121898389398561044365509850176061238215572981607885799100211108536484381540449234497276652377972845103856659118031466536295936669,1.93456136e-168
-0.796875,1.0371331791916210901314660090668995526396603910869919505744705933397072980285974544695083938888504394931188436515998627008317479603329739131016345737457602788188692376184,2.01964949e-168
-0.79296875,1.0372484949811568261320417485033899055450205658330178082688308179428172180068678723260379730831302284056130354657814279225931369141696678820012577957452793649933957715652,2.07397794e-168
-0.7890625,1.0373641157394003857382093138600788674782449503796563631624180369182335980204161454034470522104947668224458726020977686132477176492711548925174041671652428856709487673731,2.10142808e-168
-0.78515625,1.037480042061728650255215132682465388708781503888377390473349621135142391600341134876807949863602599612673450092867559549107990504298989994076559637581637819192388778888,2.09789496e-168
-0.78125,1.0375962745440198776611956609624815842725162403420024938225310359114729907999281229057021589623597483494036259613542789961382671773710864926817164798210129709790830821597,2.07109982e-168
-0.77734375,1.0377128137826528140136509788459357261084855313802634737288275407943458224381847221732229414215302745427147555369894646973441634647765032458916538671764003158950968600384,2.03760424e-168
-0.7734375,1.0378296603745058063804132533765349888066207540987263336437457859324588529364068634312297431735184278093231810218917328903692339460802801305886160049625802872577900628127,1.99649436e-168
-0.76953125,1.0379468149169559173219349748546569162898026090637554921588382695954000690093783499467164954503566989689886736294672273612927800691420897349802066376751552207579806620133,1.94587108e-168
-0.765625,1.0380642780078780409516730312024887217845078768183380214543448911920642262104904757794555427331704246618755304068626441764470613391391944699012740419703564653892632739096,1.87310374e-168
-0.76171875,1.0381820502456440206012951343317782194558967649757988825096010265804693403611148593997215746913235831426963353081825455077647045634241798858462880917559818236006149299094,1.79420789e-168
-0.7578125,1.03830013222912176811738485769633477203979883246404862075671473319163705705435675371043778573985899765788446030398818946386016593913059764087985293177054838645881826252,1.75464096e-168
-0.75390625,1.0384185245576743848162705887936697713239044150093836689892221909770955613275548571941632890400148828565885826076551711109320808288788758763009273171631821032242148370443,1.69143082e-168
-0.75,1.0385372278311592841235520481985321551029260535968663044810161636103099900527269564990421110978632449130495661088853294733433301951406806621653037025229879862478289049149,1.75306448e-168
-0.74609375,1.038656242649927315924845681629685100555395341817726672105835487720866414263016347424287236296388083680140894048027931214813412795213108346156645462878146243018617210524,1.55414872e-168
-0.7421875,1.0387755696148218926542171974582259125654227301801963170405158417298169913304311335906231511972244514161251470566735419457472635385814529644127555573274619049405157433138,1.53092496e-168
-0.73828125,1.0388952093271781171467158028729224594699798709794084858122300726847314416791681282469562153856064557876875503150201035033033134185211003702657537154785884903128573548787,1.41493475e-168
-0.734375,1.0390151623888219122813702915606644977271292360549868762621260189947295306242798435668605568211088758324769614576017257623191708037114696321538432613765450540867430957644,1.42942078e-168
-0.73046875,1.0391354294020691524409520581965109962814080947467137639559895369196288826612022527592370452912586523520534593389258327377389025146538369878765369610444967156143601608455,1.38440403e-168
-0.7265625,1.0392560109697247968147543642490027131942832128296537239832428196287395029280516674329521111709368135965601569262614246241740596917822478307422598468743435634027035417542,1.17418793e-168
-0.72265625,1.0393769076950820245705807595958710242584707714697594387087653121653780360307627405704823120634181853512268108423265332886134956417535211821818572458484419990320417976535,1.45606564e-168
-0.71875,1.0394981201819213719220784792385750643318096918246417781192205334996588547987739893999379592968875856006058730771513234644336089395087897348319323433253866540134858181651,1.24798964e-168
-0.71484375,1.0396196490345098711174948880485793270275439243944562231748278289094569526187255451911729948360014606833057850886202338794415359434549332632100862655752971125388445182161,1.26524757e-168
-0.7109375,1.0397414948576001913758766430427329345508301830659333715502196474259674996261940943817643156350773417243373005739971445378361682925517097310893945397072202508400259849136,7.55561665e-169
-0.70703125,1.0398636582564297817966721862594460364797369997432032831871055155378090978141143447565107298060240318884524928906344233671849878742429373684470969712865470454606562063094,1.35145653e-168
-0.703125,1.0399861398367200162686384760022964388666169392219396980801370738282479419596602954933048205937722183914311399060561220688452609497552038989590805781502444871973866611954,8.34067301e-169
-0.69921875,1.0401089402046753404038925141644364126759591222344925670636311717907959280098512812798327818791307489692535458631842871989587691830825713293959487622568312329363462298917,3.33085757e-168
-0.6953125,1.040232059966982420522887236697054502694419820071367366067524664121591356341081262734166050520960896071108195785541595863646413326236619078390174773885583946540502503049,1.71612268e-168
-0.69140625,1.0403554997308092947160297072093571631490789741351991859528934381190073672190170747680313638802898611115428414809222141027251344205288927948720807574131213527900908197544,1.53561011e-168
-0.6875,1.040479260103804526007597294376750753523973863782534410805911760964768619734500790471735067099227560884502086388635124254100196580179670287934525932888624647952720260295,1.49384105e-168
-0.68359375,1.0406033416940963576475446264979849595984871827354253749185575166280585966616201372287960846939576953888246513027473689997580792856611626788391285672762501060016543387323,1.17745479e-168
-0.6796875,1.0407277451102918705567306054096767767271485839431462658017315536281351672512649395870449811113354149340394156071363401736653944690069385750217179247830496407793326873192,1.34555864e-168
-0.67578125,1.0408524709614761429510306312851111329900957408573234807189581770066831328632712889464451544922050096574186095373280053234342673015205636507049753566651837485300112157011,1.50891044e-168
-0.671875,1.0409775198572114121697344438789550017435917876740752380285146677466065239959986245648086751272825551210953336225384247026148835886675679980752960907298952589221242046395,1.39618134e-168
-0.66796875,1.0411028924075362387335646288138501083867135562430522757685211092807308344879277301923939569393005939147903983123003540543967247345079284415014435677712975308729836455162,1.83725817e-168
-0.6640625,1.0412285892229646726575848738396425311198984914219703194592956752782369500408307408740204428312307198731287831885233740732589572894687955379315843017382129866528017480803,1.39830412e-168
-0.66015625,1.041354610914485422044200493949372092615590068458137764542143876167252014181375642530283180001162457279655251106055296677108588955232824093159906614558129614219584203979,1.57529858e-168
-0.65625,1.0414809580935610239813865801430912241221968508247823627478116215305904306588975493949949276979016323898706284125950841389574969871256698328851584748766681949612625459482,1.57512403e-168
-0.65234375,1.0416076313721270177712113688427025217181909565463579220696430861475030406927692382483171723042729910846566157800500971615179771645294046956766813414282594861560293637191,3.67628892e-168
-0.6484375,1.0417346313625911205136540818461424798268618770426522268945694125306106733823222918287166305017568922990369182184545168111390223526319716026331086415681255154517012497823,1.73697523e-168
-0.64453125,1.0418619586778324050706475546511730826080966983279485450134139021166239120852703361747361702430121935002218734789064670680312767977856527460532263490958459992365911281606,1.68036519e-168
-0.640625,1.0419896139312004804352064583771575353713803236374834740227099484870260022004096239763160171201683641121582490171575873793261934028539578315979800522210042463658935393635,1.60147131e-168
-0.63671875,1.0421175977365146745304318317821594665617624080188242263754789962918667891383433454632126734416920566545571589021572423037662388918413545849308327438677877706089453677675,1.45058331e-168
-0.6328125,1.042245910708063219463111979442144598443244308892546701908465698707792882590904265688403882449969600841262423283806166257442495114946142029291479859536438354556902555968,1.73461490e-168
-0.62890625,1.0423745534606024392565685644732453421532586219905916356553525487009714717690634250163164702659930734360388266876763168740961795290119322510412216211036155118160509643965,1.20720125e-168
-0.625,1.0425035266093559400873249336955513833018299313999954218883593973924756084313506718644985910242013176095970421008600437079398563212441319211306756017587153741997602065786,1.25237864e-168
-0.62109375,1.0426328307700138030501013643302841887991910691193332348144670781841926799325056191581606469312995829430392109892453195451492241729974413802342785501875037985558282212497,1.15885700e-168
-0.6171875,1.0427624665587317794755690186777412470415249259752404359524888984787752962796561391019783928150251865354446111071998017443017029453165265414097598701129761641911714918657,1.12033549e-168
-0.61328125,1.0428924345921304888252209412406455037914111412426123155874812881420221816157564059956913520496402948271793436828562433834505839212183992102396460418097853717226980063088,1.07931883e-168
-0.609375,1.0430227354872946191876444359491223712873386133079293430434594785994726589081552447545230062856505539964982984919185623295633192430529095450199531219323352759310413457046,1.02941269e-168
-0.60546875,1.0431533698617721304004046240347723179521154502971138433684909321359570638869277844651047582126753390730178719547295697017824351172494238184512746485922922213415778058258,9.53132176e-169
-0.6015625,1.043284338333573459821673910229918480982188829885645772521829403536692787586457977996109149444700941739373743181954339308265310722302288576127527364453347708118095865747,2.05757356e-168
-0.59765625,1.0434156415211707307756664808838589057296702305880015409224274458994164225652521957879846474904920578944955749531480234790067771107970153886589967161435694756445839834926,1.05415173e-168
-0.59375,1.0435472800434969636958608268523613749094717774189487792490015067736809039449157004752153330668503836409452767349203815322912793710451474182598369814188664321183338007341,7.71464031e-169
-0.58984375,1.0436792545199452899899166312026526369317804218922071979587754713565500007425089527886191500155376552168314814196912686749798101703661796435034863360720702962482902271065,8.02976461e-169
-0.5859375,1.0438115655703681686501151914678301302970420305004203057002365561902824730052322054953513613370380196966706339872271782361284864452659677149126046609107236840321625712241,7.26805660e-169
-0.58203125,1.0439442138150766056330748629768120943193220673370862935714121240469341287076189556068309555292108742050416045774758935090019629195197270254170152663936688915472496256043,9.43718913e-169
-0.578125,1.0440771998748393760324148182839654990055143402598129463206928703487295290564043408039220936892732576311983040651045599204078311777038659019682302408682348291722096675123,8.32682985e-169
-0.57421875,1.0442105243708822490679617225418936577094874927974849172019829836461682388276395951744440514095844080925819840751733669134646079884413057910933916045221717263058316845058,1.24185532e-168
-0.5703125,1.0443441879248872159150147304268531263545280978486843846370704375539796035648811963868009179388925316676028506121250521842115117412649700814453577267646229314823386970628,9.13947748e-169
-0.56640625,1.0444781911589917203971045215737573261911778286096992467540960490334602726011531047334420448453480665106495679915149653048292105813662804198616646976532258659105762984333,9.00197875e-169
-0.5625,1.0446125346957878925656019130507811961792378764872696269818953225548484292108306879023585449575929351600228432650212086617113917424887615706750482993836920368909358030237,1.40107431e-168
-0.55859375,1.0447472191583217851894509238551767246100643986179468499921893121005800745118163769858910957485111131959213769244627697623795399441303551486847782395471357469971992293449,8.84961872e-169
-0.5546875,1.0448822451700926131782200224036010595246833919195598303343537457208224753088572036540964591303297945956334578085197520703026690379294419142110927845365066415894716081434,1.09034878e-168
-0.55078125,1.0450176133550519959615836681918807616414513459189986540588254525386167183802700706594369306736752355256615096446038339524758922148954281276252692886466282123125070729284,2.27157685e-168
-0.546875,1.0451533243376032028482641678884863141035142070778963495596278171336392470313503514773876702321275197896224270262111641633303851454764847541261766569971680560963846650028,2.74004444e-168
-0.54296875,1.0452893787426004013873813087885235939415953444281495895151380099163080113765630080741492919327622149793786965290378218739544485454055023525907854901750854920001795228689,9.87389989e-169
-0.5390625,1.0454257771953479087550742134835622425670896899842001240612789474450308054922539968073740747090871109828292958617319817574473186431830798824858131486292115283896510366871,1.30314974e-168
-0.53515625,1.0455625203215994461891763834969500355492130197823462449910862151641751208391987575346510469930125874043292095520958089852765137886972064632665503916285196111236540658639,8.33285897e-169
-0.53125,1.0456996087475573964946409712009717523661624140679221876178219789997511126179673392950364379797594423859111768999935416671100891787219323514623374324323315760905479635864,1.16930379e-168
-0.52734375,1.0458370430998720646423289432842872555065702805749245229705643174654874806292309372361797905141040724294949121916607703294765178741284744764414537659579616114396521365076,1.17274764e-168
-0.5234375,1.0459748240056409414836879800946295201823080400684993566393809526262396193992329054595508406479936412538088945226222190204837345439336987709220051779954581225649953991758,9.10719742e-169
-0.51953125,1.0461129520924079706037646980676738062025494844600589876857240921428631841413670063916462016633719647890038783610652082110085906796020808171976071580519325207190441881359,9.09303556e-169
-0.515625,1.0462514279881628183349070918987263199074076037587023034702395490679343631556877225402788421894558531722099242444110716377887063209744722293044641076748815129114003503071,1.25231656e-168
-0.51171875,1.0463902523213401469534279738550516651746144400196360025820000525310030656098504328653303709912082258694980222080606717163526632889117961914266629413555346528509518459772,8.65786323e-169
-0.5078125,1.0465294257208188910814136444037931432306222944721414043815759243657167070544996067023301441249348460092480136556095044649051680787821335084778703210887361115108938518749,8.05910528e-169
-0.50390625,1.0466689488159215373157750658886706336874643002053275369212409670133164984764573543435144711073348295929842336694250733684988023831866288581319533618805261770617422484174,7.75554783e-169
-0.5,1.0468088222364134071065514340774017811611309530011626053499612648476355543964101887645998999214112097519821348977610412735835010015857420539848419446116494581898913225186,2.17285149e-168
-0.49609375,1.0469490466125019429063882557745215279394530861952438658244299241673191359693783871345963918178333265185682305863605601621236469657015094279567216523523046457650231437219,1.62571580e-168
-0.4921875,1.0470896225748359976130238491081166634044710018178066488878577596157770133099536447490885851390107722566332821666404977224890717072750754301363962490380468358062481147888,1.39106951e-168
-0.48828125,1.04723055075450512732652959131449948117407058254089764721374474817061923872651124752923402424148321718638210615185700289988229348676730799435575373189051047608327267809,1.72051765e-168
-0.484375,1.0473718317830388874429602516256854403546144434176618695407238846145849931041798846713908339161332304996152369347957176146862386394365565834130610867616318129487172213201,2.33683768e-168
-0.48046875,1.0475134662924061321059813689772014164884828374673272511489008385807638712613709620439277213468074151244572277057922176130698356230287125452702002410543203718541700887366,1.08615814e-168
-0.4765625,1.0476554549150143170379508704672480562455366919236940071240107707051554682407718284893727042549408951352128968771301445979870465091226498416860368413516137252077762116906,1.97907466e-168
-0.47265625,1.0477977982837088057718419815838212708836698227466325703490293388526983526985023449273427787393698698403238514749241571440721582021729645913799785773927364822560474339194,1.02565878e-168
-0.46875,1.0479404970317721793053039579472577140423104042512200784777347797763288063435133479079797989280920793677594162135496526412855303353029327339551932238206099699377289124815,9.35298041e-169
-0.46484375,1.0480835517929235491980662754666557994201012711362797216054802384952555524432107727531392621507027566323172761715836791554564834738949358327249890085465861226379000567331,8.31720769e-169
-0.4609375,1.0482269632013178741338006561559527554602049435181673901960945194413241172426192296479527924167059713883396073994443032517485342674518389285951803157900387192640785693747,6.49249084e-169
-0.45703125,1.0483707318915452799674636851764045087535872612715802061624573830051042101358450484371416951531292070805523243924839979778412314967772031850917555401812453606870225047431,7.68209472e-169
-0.453125,1.0485148584986303832790507957449080878800459153796261041789391992020933159345737780199805215822607092684669632165947825534912565958692931357314395055844893072386658295792,5.61113740e-169
-0.44921875,1.0486593436580316184546000671506247613395304976874527039211979616473306614405709960301093949547719390372465180676553655276824958568917436857376378207825399581210648042956,2.52167944e-168
-0.4453125,1.0488041880056405683151916020345319887897424188683611714339497354642485198467233599118164899490827728584463568850917322157035254943738399247274245461579386843252552391314,7.43524039e-169
-0.44140625,1.0489493921777812983145952270866241663700233664204658230282464695252097779818112858713793720390210806587244845257334588495614698863070860748617764718751408579325901860987,2.74975106e-168
-0.4375,1.049094956811209694326125901181931353408893874956317784623599678555337959014074848954282087816785634398459018109512548874059201268211821921698948680586774893928429314847,3.92665397e-169
-0.43359375,1.049240882543112804039172521487152487100706997494725322390134012789081608156483698346085218219299445040011156576937185676128539390728396105290436639091765506335972188743,5.18005703e-169
-0.4296875,1.0493871700111081819857717960014337047949783469145674583610440291075665950153316959061948161530981434766154646716175004728077517677262495032747206037595159729941159131084,6.32603258e-169
-0.42578125,1.0495338198532432382175045051234235763532105559370713479048131475683340101398332230865227012475058993328181367210034584493807736242478284986814637756772171557828636323607,6.62843756e-169
-0.421875,1.0496808327079945906528968099365222970718698597352264236841960302741715862917320847709179991703794081327748031907934753656638855922312916993542969687698041927645666305739,5.84745263e-169
-0.41796875,1.0498282092142674211154142857478114621456216983660208791918817501300108650686813292602519697445135252180520608973708094327091195535163033108899579949332255813509279058958,6.34426675e-169
-0.4140625,1.0499759500113948350820410707741164301811377136946336612938890338392204071266211512912333318112081750736957838049179352172482074893106276703420050715244565683188742224629,7.09027025e-169
-0.41015625,1.0501240557391372251623409265093666376770781806518441132328877291658522990016018401587909777731951366550390784116589597951124101800781534643133550577760935338910845289121,6.59013650e-169
-0.40625,1.0502725270376816383278011129967042417618797462806165010376460600241401102942984924513879203497755987084577646362837683998336632549770023565858592296693939181023670766427,4.57183160e-169
-0.40234375,1.0504213645476411469111637937296757378035164942925183210172962211934261938655564282665721380323807216351233247850537195558223062204490139828504458290200889907491323562234,5.52773597e-169
-0.3984375,1.0505705689100542233953532059792900625485017236358169988595810949329406468369869618606261423955899659147440128057721251879439835659209924531120421548514957624720603278372,2.12334370e-168
-0.39453125,1.0507201407663841190115100677443785917025379594601507666257263968616521258949971296009803925369330847887400132391400845338018993932175702811624511148732418547698618601268,1.19098198e-168
-0.390625,1.0508700807585182461655476470045957788822438898247522857599541304775167071292931615653998624548493921524203388221324860016439138400439052324454966086777056041928359636831,1.41968601e-168
-0.38671875,1.0510203895287675647125465972677507292190505717995928186476208425387401638109097587927654034601772570433379192919976915174413934401871725587994222065293331749491857619586,2.22353055e-168
-0.3828125,1.0511710677198659720982080702910448267435832820667591681857583288870861448663178625747452462968254548675532212420971371817487695863869081532215286309927943419694830729292,4.47169269e-169
-0.37890625,1.0513221159749696973864867570599235086889467543600076607667934629609196004989002487339982983725908312646198868013760700298386180042814398476408405420088018624978095166521,3.80217069e-169
-0.375,1.0514735349376566991924273863647191309970257069618369653045927891440362917014663603796694493247615766256040204908895773601629780339631127163505937019863944658008125362105,7.55158649e-169
-0.37109375,1.0516253252519260675391298313552718298543931141163337260647467122910164020692699841657237598300161071561436406436838820074920411010601000774331139363863815506814481523852,4.08482175e-169
-0.3671875,1.0517774875621974296576693430033353248195968133010651858214041314475091034605808294368871844632500338274833089780403553385360031769288012691153322321089634090807317675337,3.54689595e-169
-0.36328125,1.0519300225133103597486995501824852787265436716958042077522881245635927066231109421505047880693887132878257802694235419007989362540150551558099292880676509692464585031892,3.88290808e-169
-0.359375,1.0520829307505237927243667438004907097675477156929182611586434205977375448596422649245360631570465618050669997977386100685325071585957895220023058255403002407166020523129,3.98628230e-169
-0.35546875,1.0522362129195154419490646017988377389665852703016089636899065489304543475133572564952419893321217317060072499450665760618267477051368522940521911898993760141019852362372,4.57521143e-169
-0.3515625,1.0523898696663812209974589175713281845373929461166397527770467939014577327542334262444370611414392499292215912019358586800175283008089897982941584802030133016627657777136,3.49333223e-169
-0.34765625,1.0525439016376346694481120711450509220837617165210776476814470334139410761160313635025026548457294737941189414926872994581005383055433869064413868727030136420753218006498,1.59766834e-168
-0.34375,1.0526983094802063827309369350025544907125323912523889815906205461714126745050285722538126555625997829705405370372480390815222532723462282454064483896413872330434496478577,8.16143362e-169
-0.33984375,1.052853093841443446046609639386881050651943749534348300716710837697631092675301343397369046702733506932444429881079149770030105591903424397312960307218162998145692387867,2.68711935e-169
-0.3359375,1.0530082553691088723759701399972927163143406205675772425241490496014166082722726652003398745731732583163092040738817195752976855113396043187604372859748602718574119125793,9.69849162e-169
-0.33203125,1.0531637947113810445973388388217231182813960247939057360309562216397028816351055736613494812756834046655766666331066936199581960319208921411012630140165984369280866582454,1.64913303e-168
-0.328125,1.0533197125168531617295766111233275698197121110652933327131799571787033827253442828868132982011695897939370080717793284739880895441864357550855628597488827593914531823876,2.22586873e-168
-0.32421875,1.0534760094345326893186144929562728561686094797654253895359823362887551729083368639147166092577426492566408651636079202366810930701245871813621174666489609279053720468715,2.89858003e-169
-0.3203125,1.0536326861138408139850779886753377057189188282979707137029449433212444321790561644282788439370058248670768295158132404633200521982993562135798463158334550953995013414273,7.21789639e-169
-0.31640625,1.0537897432046119021505294713619375012095376835873286264166670750364872674150412274333551313455595171444172034318669118265140365669017575855452380970231599577339589730572,2.18410823e-169
-0.3125,1.0539471813570929629597504755442762585559475996087937037072527223042101376790548429902309956005898683048860976851109480689545094156446252900538253902987617875819425320834,1.62836174e-169
-0.30859375,1.0541050012219431154163838256611557227548192376154759997286721657879026013467274597354984417573292041412717837219527931441491613655368491119385549626561819590931573815005,9.14381252e-170
-0.3046875,1.0542632034502330597491535100182550281914102869952538371441570891526576795185541521815105170842602492169499453712502435979183372243305197399540077891485260844636473937397,1.19936613e-169
-0.30078125,1.054421788693444553025778003113958146099711711213089215645798277625835481926196707344561756724483232936499588403507944155095160225112747198416116088348639387556264456625,1.83572527e-168
-0.296875,1.0545807576034698890315903637611543817865182667537914256378756763497259686028502868525634498018584191415337398720141840527621844299934565486774518442715126405431638930081,1.45720696e-168
-0.29296875,1.0547401108326113824297758969843327480548335513636266371001332157868772943099211829548549943078609167639036676082010755057926890497583253763497032776083723405887883477472,1.01234004e-168
-0.2890625,1.0548998490335808572200354688003368356786484416253535495956651792500180153644101932202365630586019169717151310650325937726220185088716491900669024641399475782295500118983,5.23345875e-169
-0.28515625,1.0550599728594991395123797092588670497148454839251223947258571988273213053059415731207186762450651277900735762064224191180395233321517711685877760439999218922977213590796,4.12244189e-169
-0.28125,1.0552204829638955546326563350774413922563614086892443030840256785519848351778922255924264609428058826151023511131608634732877578357180070309986068318608508446720363155393,8.01699444e-169
-0.27734375,1.0553813800007074285763096733967750258773333115368721989889349063405556837813800191479741482054305772041930425671337300380385348769044733784270715643309814572594597294772,1.11965633e-168
-0.2734375,1.0555426646242795938267681771374118889501529916191795707598580356384281932710154329682712937290555198213133864838024852717855330964906064382153510350947589739008462421832,1.38274872e-168
-0.26953125,1.0557043374893638995547522946770057775325448351551664224447144459731149771425140632792245060769813928980859475260941113935966200690652091019916483818019420314034588859126,1.65988006e-168
-0.265625,1.0558663992511187262146914965988297109291968775611884601800881917116128406909423304788201253162811859613216857188748592511341875604270143515747696125010686011520886077635,1.86078539e-168
-0.26171875,1.0560288505651085045543355745834692227429170682830579250317973555935222128615080949941242884984319160836598314052980899679144716324497905012904402003192849037701085236909,1.95295191e-168
-0.2578125,1.0561916920873032390535415166132524638574911975100954365788475520169281621894498910350613134496348367805597838691173555284417605021371020969683799353790114097682112778459,1.92342393e-168
-0.25390625,1.056354924474078035808113333007056169950190167853304012567754153766261396822581454204237886720539970856871709769121943436763837896227573330295254456826284255865572837042,1.77604090e-168
-0.25,1.0565185483822126348744681638640121615084405043702025788274649977326221060514138480325404816511438517050066700429055657427353422064850854144358006282940458461203242221299,1.53633785e-168
-0.24609375,1.0566825644688909470907978447184770424063143533725175954718370308511795020252222609560275535270684686343720748797925861443909089377074539077984674553209399164485886630362,1.25991388e-168
-0.2421875,1.0568469733917005953902908480332157256430547501680478104705744930813887319774328678507094975482053181684920878794053594624866181353154419891618128645097719194439967069109,9.23553730e-169
-0.23828125,1.0570117758086324606218751580083336820951598393010410941816353814581035137888337138028014013667415259946569815745973203455958044762902261157006702230638125967853105098416,6.21348517e-169
-0.234375,1.0571769723780802318938381794725744614482012716627300369017569040508029077765196209408573742052841643804014260865977440702894431274750990592788359156544679462014793839312,3.42777344e-169
-0.23046875,1.0573425637588399614555752327507417559727642283857207795911156052110689351207400696247681280473791743862172958870722231731104087508324418497233564078853078763158650971446,4.23578523e-169
-0.2265625,1.0575085506101096241326135497526450913064731039436580383775406039715648082399080601287305454108710212323861576615298770279104651387557053730021193719453975069410580481308,7.64489839e-169
-0.22265625,1.0576749335914886813299539664782251257967560916453502612720215740524739197624026944429898456417770625674499349331878139819475882400508189958764637858525327533232761647505,1.02417128e-168
-0.21875,1.0578417133629776496186677080400059969737926393744031106865104947527002607119733049811501177613192261117146016927477738463092010272262930366177415867536958126180449503535,1.18226384e-168
-0.21484375,1.0580088905849776739205807885136785387677597143225082215103435977723890832517010137575273750354878143557834958459743227607336238333498788795225043163764031831006160469849,1.23692894e-168
-0.2109375,1.0581764659182901053057736037725000727265368074001685017810777664749689857094761148978387790446109636116591569673775197360440680250842379438125260928017545323548885549002,1.29942083e-168
-0.20703125,1.0583444400241160834175182852593138208988968743364709369727060422522717931831743141541184660376545663231526724107118263206188796570494955888572018736227693053178228826816,1.30041321e-168
-0.203125,1.0585128135640561235391713107051242795387535130663394028865855279728629250143937583341008440167734068164510700108636386726900591684760356238411176003061611774848235586928,1.32187536e-168
-0.19921875,1.0586815872001097083174337384046881404059791996970513521928701548744522200824378620971870801881230031468177890819938339701434443665155385226274007783217340713877835812941,1.25145787e-168
-0.1953125,1.0588507615946748841562862490822860093496626778530368166230856744038356252875697960589022749748778475197697891403220396707640358638440649244166024044765839418184155129377,1.10546415e-168
-0.19140625,1.0590203374105478622958009478847659940641470638494536428985545619265704585721724194862682291509579585931624108961198553379701905748185269207370048048213594928967629686814,1.04020750e-168
-0.1875,1.0591903153109226245899266028692079916960007836775039489216845957642033257148647701494947661662784414199934458832060906417743710009782790689705832991785808258895042067538,9.01735281e-169
-0.18359375,1.059360695959390533997238679739163677255909913896633156371643066789801420285127173963945997979699504838972079827418477853610663304041933256173863821124819706759014753666,6.76133051e-169
-0.1796875,1.0595314800199399497985401797411355302749882538142500956802623462210963313754619875657365246861150992769458706932210023444444236515438806121215957815666056200248519059739,3.66018755e-169
-0.17578125,1.0597026681569558475550939027610942762478646114260274705458421814148517296950538935176835726541040127820009697590165933244714622472760616962593506257720163309424657341372,3.02978517e-169
-0.171875,1.0598742610352194438211613449431316023645059704177104710912382878283272593418705350273377243773739498314478791341354596486566482571166410823147026130521971699864232725565,5.57026458e-169
-0.16796875,1.0600462593199078256244180037567842257654438787552475784082923856494870998234862473306097203245717441750040190230547213367119936190075492091191376835883379811080287034364,8.30966891e-169
-0.1640625,1.060218663676593584727709407518213459437536225045694338007693497851252776109538131103436135353315423557596412720025477895922674704393616856290975251056432616096059532001,9.76282586e-169
-0.16015625,1.0603914747712444566855067150592774635126410024762480130832768427902142201441165405002573071860687365259905764734274815324619936508017722010879803931448175489402079002172,9.80943877e-169
-0.15625,1.0605646932702229647083152486573606516304852495531544114346117125802095494771336544815965546179705656190779938779366555468600755374952178028867906908192735704248526647479,1.08338356e-168
-0.15234375,1.0607383198402860683481838335910146897466903564565386268652750616703010003528911230884690808335970906531848050177051513569783081953803612443767356722928980094869959211736,1.24608960e-168
-0.1484375,1.0609123551485848170183573248588737822176572492602826966601669564817681804664220779061344650876923399560093348120348803312438020202503134369668726961354234031055248962759,1.26299455e-168
