quantile,x
0.4923,1.2971818515185830126864839243976427677887940997951809662641581705e0
0.4922,1.2964279678209400720333034202032227324416218084672046004114225810e0
0.4921,1.2956742640378750741061435155204585389914356288011214943378920293e0
0.492,1.2949207400540925409255738992547038107731217363449085818553123848e0
0.4919,1.2941673957543739592169591009726432985677137665324234985521968917e0
0.4918,1.2934142310235776996858649309381798826567733465490133327160028819e0
0.4917,1.2926612457466389363802413034394380266610927767258550492158464830e0
0.4916,1.2919084398085695661392557159203141648435077529849621982771644892e0
0.4915,1.2911558130944581281286518417367008548330796920715409078344699055e0
0.4914,1.2904033654894697234625078793220504790044454694003378923400652374e0
0.4913,1.2896510968788459349112694851699651170996542128597696401506937241e0
0.4912,1.2888990071479047466959323023236397931603069795912265717331184989e0
0.4911,1.2881470961820404643682492800038830437086200717846403297000866839e0
0.491,1.2873953638667236347768381636097266560865384432918440371040809987e0
0.4909,1.2866438100875009661190647175889490563118625522250738498852354395e0
0.4908,1.2858924347299952480785774266008063340050591831511344636885842416e0
0.4907,1.2851412376799052720483696029805220092386340086762517591880443488e0
0.4906,1.2843902188230057514392450107652606892130881012603320338677152335e0
0.4905,1.2836393780451472420735632984550296366020800244941261365995969212e0
0.4904,1.2828887152322560626641417142598424730309204822338367126371757675e0
0.4903,1.2821382302703342153781897588271658620907758235952044646142623565e0
0.4902,1.2813879230454593064861536113517767461822526405037466670209479460e0
0.4901,1.2806377934437844670953473455443068411218687700941840316818818924e0
0.49,1.2798878413515382739682481321755635169363556744414101675836843937e0
0.4899,1.2791380666550246704253328048218114151635126496296194667876118332e0
0.4898,1.2783884692406228873323333450121952854046262196592204359373348601e0
0.4897,1.2776390489947873641717890222239982936654385437977722176668668740e0
0.4896,1.2768898058040476701987731030850768058317169509829903124684920837e0
0.4895,1.2761407395550084256806722227262063450283818208795544948225257281e0
0.4894,1.2753918501343492232208966894798266482088071828837996817516066475e0
0.4893,1.2746431374288245491664001720463977178290868677712861773115592200e0
0.4892,1.2738946013252637050988873958458833207939018643930759193658039879e0
0.4891,1.2731462417105707294095886525403720032010316372349265596169510230e0
0.489,1.2723980584717243189574801036551354752834482611574249027022425799e0
0.4889,1.2716500514957777508108290358401159242704408260259106633438676824e0
0.4888,1.2709022206698588040719434016025318230277623382796630498529248443e0
0.4887,1.2701545658811696817850051553045991531451461562191971929028414105e0
0.4886,1.2694070870169869329268670698588833339938476053838121628777142365e0
0.4885,1.2686597839646613744806928948681268761016530516903939983034691023e0
0.4884,1.2679126566116180135923208919471378434789904263139051160117730894e0
0.4883,1.2671657048453559698092309576320722573447570715118823410398559641e0
0.4882,1.2664189285534483974019957186277959046902047370343973153950933266e0
0.4881,1.2656723276235424077680961581675625935023897197961590976179313553e0
0.488,1.2649259019433589919179825059615903520230394100485252797696345637e0
0.4879,1.2641796514006929430432612975928467004593591300173736450452257221e0
0.4878,1.2634335758834127791668896822800598999134138530701512389906470961e0
0.4877,1.2626876752794606658752582306702446492500196885638348888738690295e0
0.4876,1.2619419494768523391320436667464563778988301923397226400755769488e0
0.4875,1.2611963983636770281737131200416550732763357642612874566162294379e0
0.4874,1.2604510218280973784865616661370531710214992420698579530247601093e0
0.4873,1.2597058197583493748651650948937267962117928199204205629823414360e0
0.4872,1.2589607920427422645521300170201686349787035648406420768702100037e0
0.4871,1.2582159385696584804590235904164356913707772753821314037906231513e0
0.487,1.2574712592275535644683653182581765918069899157765591790618240886e0
0.4869,1.2567267539049560908165635409916900848049443024880463340954084216e0
0.4868,1.2559824224904675895576794143048467934236325763719488283271943945e0
0.4867,1.2552382648727624701079013347187766622664789992753840807710749088e0
0.4866,1.2544942809405879448706129437122601567326879151453113123344643753e0
0.4865,1.2537504705827639529419380102453360856877382092360162136206820710e0
0.4864,1.2530068336881830838966456601913256083324982561637656495896226163e0
0.4863,1.2522633701458105016542995895178419454063482363601035224785222515e0
0.4862,1.2515200798446838684255350660779786555679803597188582748367560080e0
0.4861,1.2507769626739132687383476925833148922868692951350937172382041476e0
0.486,1.2500340185226811335442780707312113809334568889982425213861593204e0
0.4859,1.2492912472802421644043766735506622325425583411054493249324047387e0
0.4858,1.2485486488359232577548333998142801518065431548207650558972223521e0
0.4857,1.2478062230791234292521564508393898462051925000750742247215620738e0
0.4856,1.2470639698993137381977853361692489796816834742234190870772882899e0
0.4855,1.2463218891860372120420229804866690545192038699011354128220632844e0
0.4854,1.2455799808289087709671720696673301061448072266886465807268988286e0
0.4853,1.2448382447176151525497609391294317578455431170371766529792151687e0
0.4852,1.2440966807419148365017444725805564522337487768398096452753944528e0
0.4851,1.2433552887916379694905656439022947489644078009284322611081277748e0
0.485,1.2426140687566862900379634992488524004805316891726426379289655174e0
0.4849,1.2418730205270330534974135404680781905587746398778678197767524619e0
0.4848,1.2411321439927229571100866346826727023303571792105115164299562289e0
0.4847,1.2403914390438720651392127382963124912491539240595384503279860440e0
0.4846,1.2396509055706677340827358868146015546901276055591286678153569665e0
0.4845,1.2389105434633685379641470646946912592633409492090495710025717524e0
0.4844,1.2381703526123041937013817319606385232682848719422040441881340893e0
0.4843,1.2374303329078754865536689465446463394153566683526942672694906587e0
0.4842,1.2366904842405541956462191832377957198102086427105305523602450503e0
0.4841,1.2359508065008830195726381117582776851091751357376374541024760305e0
0.484,1.2352112995794755020749537577710106153458987164651336702998748228e0
0.4839,1.2344719633670159578011446317204235252747584043271089248990531742e0
0.4838,1.2337327977542593981400565710686398003604337911455143192234084541e0
0.4837,1.2329938026320314571335962019648475957252812858929896120048484073e0
0.4836,1.2322549778912283174660890865088302138412936602174428037007626856e0
0.4835,1.2315163234228166365306907816129888840002447096663072911478514598e0
0.4834,1.2307778391178334725727391950132568088220601321543908288860695916e0
0.4833,1.2300395248673862109099367832306112588413176176844473810438308418e0
0.4832,1.2293013805626524902292512952419728241148906632431687149388847768e0
0.4831,1.2285634060948801289604239242826694130090627964761058964986692805e0
0.483,1.2278256013553870517259738885728677692761943554777157066129815236e0
0.4829,1.2270879662355612158675886198379665134879990763498782961832965836e0
0.4828,1.2263505006268605380487888962784301685703267921599034803642863616e0
0.4827,1.2256132044208128209337584141384502793410079154298143812138168947e0
0.4826,1.2248760775090156799422274492256733759766350472123165190863883789e0
0.4825,1.2241391197831364700803004166465607728275771986938078260363994768e0
0.4824,1.2234023311349122128471172936442654693519621610246415786693226876e0
0.4823,1.2226657114561495232172390267587489848932802632525067401243842266e0
0.4822,1.2219292606387245366986472005727368952439105868967328692430773658e0
0.4821,1.2211929785745828364662484010625460565507669680450961535949546992e0
0.482,1.2204568651557393805707738620403277422808930765962600947467388151e0
0.4819,1.2197209202742784292229651383543767563856120841671030996989008005e0
0.4818,1.2189851438223534721529367044073734312873055603750901228106440978e0
0.4817,1.2182495356921871560446065311592685222902493186029191859229975945e0
0.4816,1.2175140957760712120450858491025044610558073809725130351917140023e0
0.4815,1.2167788239663663833489194587329031641088814572323200579053073959e0
0.4814,1.2160437201555023528570681037903523883470560072534005318164706240e0
0.4813,1.2153087842359776709105245760099001132614198556640176451891115815e0
0.4812,1.2145740161003596830984553733065290892626395988503095749992173471e0
0.4811,1.2138394156412844581407598862162398569981267492910675382723234171e0
0.481,1.2131049827514567158449392400326274038342252383759947101249587795e0
0.4809,1.2123707173236497551371670724124002293513018801404949986348508391e0
0.4808,1.2116366192507053821674546782757658514192275484560713908133397316e0
0.4807,1.2109026884255338384888031055987974713767623022695236494397201406e0
0.4806,1.2101689247411137293102349371853052702073053398946321560381593288e0
0.4805,1.2094353280904919518235986447158641349957954615282390977964725021e0
0.4804,1.2087018983667836236040385523019978948533818778028496042306305566e0
0.4803,1.2079686354631720110840235974245876297048802126507377029803021987e0
0.4802,1.2072355392729084581008282275078564313857316055122643449778518321e0
0.4801,1.2065026096893123145173589204742821500889639122813206463704597056e0
0.48,1.2057698466057708649162199674419990366151999555498313516140571602e0
0.4799,1.2050372499157392573669123052651635613741494125272910560347315741e0
0.4798,1.2043048195127404322660593358798727093188095929952340794569349140e0
0.4797,1.2035725552903650512505538184040272584054998295546150201878448396e0
0.4796,1.2028404571422714261835200686495193803830641259738695778610835487e0
0.4795,1.2021085249621854482129858491397836819037535439354896160767813877e0
0.4794,1.2013767586439005169031584808855727512361912435415893326012254377e0
0.4793,1.2006451580812774694381998560572905086775818730813728885906577497e0
0.4792,1.1999137231682445098983951783038261942135200201331979695069719556e0
0.4791,1.1991824537987971386086104048060645831990809096873551410696485251e0
0.479,1.1984513498669980815589335112185888233606230609101636498838199779e0
0.4789,1.1977204112669772198973948474460248645029507948331307384987542256e0
0.4788,1.1969896378929315194946619987214834452829468255892566677458514254e0
0.4787,1.1962590296391249605806047127041185600167048614173606687661151917e0
0.4786,1.1955285863998884674526255992914207171947343273072315993675854514e0
0.4785,1.1947983080696198382556524555499785007164073418422528350496340486e0
0.4784,1.1940681945427836748336882136065512537183102293069989852034283981e0
0.4783,1.1933382457139113126528146545098763428387640360362775156549073895e0
0.4782,1.1926084614776007507955461759731625703919082591760492182820362716e0
0.4781,1.1918788417285165820264300465381719510577090347860003259852326149e0
0.478,1.1911493863613899229287897230646392537368319406288576171732275980e0
0.4779,1.1904200952710183441125079525439953534332195214969735607803913318e0
0.4778,1.1896909683522658004927465230644183998064606008386469750114633838e0
0.4777,1.1889620055000625616394996723156068801792848786409732876078879784e0
0.4776,1.1882332066094051421978783053168205637622936187645040838541469329e0
0.4775,1.1875045715753562323790223160811377280689658088513320589742354194e0
0.4774,1.1867761002930446285215384506929975965249513133963310070145751967e0
0.4773,1.1860477926576651637233612917754021101460129397421344571899703958e0
0.4772,1.1853196485644786385439350865581065135636583033063858110726652548e0
0.4771,1.1845916679088117517766142827291982022232665001550413286091404998e0
0.477,1.1838638505860570312911807779601112490151497559049651067031707773e0
0.4769,1.1831361964916727649463760304388123530395817311934140427953937806e0
0.4768,1.1824087055211829315723463189280839333520887531417102307710626099e0
0.4767,1.1816813775701771320228995817859819858819945928068810352047062726e0
0.4766,1.1809542125343105202974724050441193507656298989958534899911785282e0
0.4765,1.1802272103093037347327058700368773797902056443031649475226841298e0
0.4764,1.1795003707909428292635291112114377926084186948264909213239890303e0
0.4763,1.1787736938750792047536495746251078745484515525924714188284116405e0
0.4762,1.1780471794576295403953491072532411746709341480213323391041215864e0
0.4761,1.1773208274345757251784851465885865566233559109716509162238362606e0
0.476,1.1765946377019647894285964191115838553423218112077187110026085676e0
0.4759,1.1758686101559088364140126950514164925687196898989042540628176108e0
0.4758,1.1751427446925849740218682854399811727286548140634114212538606290e0
0.4757,1.1744170412082352465029191057857921658507940425529725910732335232e0
0.4756,1.1736914995991665662850632687626516144421727398235310654608502681e0
0.4755,1.1729661197617506458554653061191356881223795348658273191230246772e0
0.4754,1.1722409015924239297111842575700161498390949906927956069901737760e0
0.4753,1.1715158449876875263782060017301038743318868455951563262833944683e0
0.4752,1.1707909498441071404987803411951099461338317068536405649665586839e0
0.4751,1.1700662160583130049869634906634150251616194138143126623349487192e0
0.475,1.1693416435269998132522667535275615607196983679709159512044738311e0
0.4749,1.1686172321469266514913123086452780130321007654987679420507893767e0
0.4748,1.1678929818149169310473971650273503564427701767266961053592479725e0
0.4747,1.1671688924278583208378664779541136412409425080726972868365655400e0
0.4746,1.1664449638827026798491975555541841346366964037837732110426671039e0
0.4745,1.1657211960764659896996960201487284026980508978632306252738913886e0
0.4744,1.1649975889062282872697057236825064971104979319259103560277978305e0
0.4743,1.1642741422691335973992341513295680446333955189967344688418525701e0
0.4742,1.1635508560623898656528951818772573845301906076364855098506474461e0
0.4741,1.1628277301832688911520712077575308537535727902147679659294621416e0
0.474,1.1621047645291062594741967516099387893304386356872129588153457612e0
0.4739,1.1613819589973012756190658500264087266708404791126569589398797437e0
0.4738,1.1606593134853168970420656086446155643204035467967080450315361812e0
0.4737,1.1599368278906796667542384660246691033734710569764924318046332357e0
0.4736,1.1592145021109796464890758367635183392727049006341127599019707601e0
0.4735,1.1584923360438703499359459370732931955003840692025742490068891644e0
0.4734,1.1577703295870686760400587285742050797545743579433601817194575036e0
0.4733,1.1570484826383548423688710483300337792335149414614072530959224058e0
0.4732,1.1563267950955723185448351251850648888682588676369941648357337289e0
0.4731,1.1556052668566277597443938142460333136101261743873561821129767088e0
0.473,1.1548838978194909402631260128915975666813899660412919705247598439e0
0.4729,1.1541626878821946871469458529855388001402953572479045759172860277e0
0.4728,1.1534416369428348138892593950186689909128396104375818026305364451e0
0.4727,1.1527207448995700541939826807087647439209161175888054063146918539e0
0.4726,1.1520000116506219958043251311481360859876629262805682638635333697e0
0.4725,1.1512794370942750143972424079051117762817057609524409602079054661e0
0.4724,1.1505590211288762075434629845591914641562991306104409484192696440e0
0.4723,1.1498387636528353287329928059802969448249620580552007075111119098e0
0.4722,1.1491186645646247214660025422508653093242026098125444721765328516e0
0.4721,1.1483987237627792534090020734758805219878178608661831583406711651e0
0.472,1.1476789411458962506162069708307505048966704198966742654313584763e0
0.4719,1.1469593166126354318160018680606168394770467374374709002067113015e0
0.4718,1.1462398500617188427624057462676454438468507008490872166573664403e0
0.4717,1.1455205413919307906514442832054998440760227636468516165060499595e0
0.4716,1.1448013905021177786023345464429537837654052784255486607783959967e0
0.4715,1.1440823972911884402033874376618658288157172497038361203984560649e0
0.4714,1.1433635616581134741225334230189233084618338770530997493707581498e0
0.4713,1.1426448835019255787823772119260734429543762678953189422851411956e0
0.4712,1.1419263627217193870996871737918019658165736192109745448159057053e0
0.4711,1.1412079992166514012892254092147991491968145536553029971145684813e0
0.471,1.1404897928859399277318245188334741528527318481773969648668546932e0
0.4709,1.1397717436288650119066172395096443845791652176146494556802936594e0
0.4708,1.1390538513447683733873252437629395036170101254993714111748012044e0
0.4707,1.1383361159330533409025135243744213191711130419859572507903793461e0
0.4706,1.1376185372931847874597169118440317151497153528598393033615402178e0
0.4705,1.1369011153246890655333453979171405341225949816705052542676730951e0
0.4704,1.1361838499271539423162750636910728276344955470811187301646807358e0
0.4703,1.1354667410002285350350315358734478624684150004465674166374369311e0
0.4702,1.1347497884436232463284730195908576878596807981510188116167120146e0
0.4701,1.1340329921571096996898800807392469320641600207885726101583169276e0
0.47,1.1333163520405206749723594752267229153947366958799697034016517882e0
0.4699,1.1325998679937500439574694465858203422779512163499827741622832945e0
0.4698,1.1318835399167527059869740373258610644090792215423209641907788236e0
0.4697,1.1311673677095445236576340830573790858352994922889697877529280841e0
0.4696,1.1304513512722022585789426818500156035107762489324819390384139145e0
0.4695,1.1297354905048635071937130544832190397054568952260788041673332324e0
0.4694,1.1290197853077266366614268342159004250121128550639940571066594076e0
0.4693,1.1283042355810507208042509474372839370363538094989592505247835784e0
0.4692,1.1275888412251554761156313690669438014834003192568750207219646516e0
0.4691,1.1268736021404211978313721588478191392452796711897350256965055707e0
0.469,1.1261585182272886960631083067222338256724125244453089814564434034e0
0.4689,1.1254435893862592319940810372980042591636256864427966658207264427e0
0.4688,1.1247288155178944541371243449999784722447695464028644808963789826e0
0.4687,1.1240141965228163346547716528621987319639553578212809773048242974e0
0.4686,1.1232997323017071057413916090476992578433494476769419001835850000e0
0.4685,1.1225854227553091960672621560871226442952383686456997426245112088e0
0.4684,1.1218712677844251672844921285042438409726127710754690824859982922e0
0.4683,1.1211572672899176505946997549465090725207567553042267345194366921e0
0.4682,1.1204434211727092833783575611622079468233554754336860900209921241e0
0.4681,1.1197297293337826458857132901632784127029320798552708321315954831e0
0.468,1.1190161916741801979891965756843735169093490000361548739411452412e0
0.4679,1.1183028080950042159972212245950725387835496708447331052506592564e0
0.4678,1.1175895784974167295292930832433726435309916853176736889823657577e0
0.4677,1.1168765027826394584523335818052254192711877972010141286038660483e0
0.4676,1.1161635808519537498781291695872594117431773126728243063414546918e0
0.4675,1.1154508126067005152218169728783280433688445912629743679725562118e0
0.4674,1.1147381979482801673213171253705142384843924175798197405918898618e0
0.4673,1.1140257367781525576176223393720799523880723641335857540059621456e0
0.4672,1.1133134289978369133958554040139410388384948898535966221657778578e0
0.4671,1.1126012745089117750870054144079450528731406624912732238522131601e0
0.467,1.1118892732130149336302536532499003827843690155898442308938773482e0
0.4669,1.1111774250118433678958001636733173933525448060902011766172608690e0
0.4668,1.1104657298071531821681021692515430473257921141679724357564950271e0
0.4667,1.1097541875007595436894356139167659094438733603842680053713885593e0
0.4666,1.1090427979945366202636912112146038349602988845739819839863249062e0
0.4665,1.1083315611904175179203165087430264643701804748220649715507385317e0
0.4664,1.1076204769903942186383155898345725051404793298307149788413295827e0
0.4663,1.1069095452965175181302181505315604540622799216265025660786261646e0
0.4662,1.1061987660108969636859298056756228336226882233211880408243188656e0
0.4661,1.1054881390357007920763755934857792762303124435317791907621279185e0
0.466,1.1047776642731558675168487633337631470633569350754132152313883906e0
0.4659,1.1040673416255476196899770465417892693704491289964192172097867806e0
0.4658,1.1033571709952199818282187249267552903012144543109650447440474579e0
0.4657,1.1026471522845753288558009264963640529095338647621947828694609685e0
0.4656,1.1019372853960744155900126921671959417004071148201262370436410101e0
0.4655,1.1012275702322363150017654716227046361661313728777233021794166322e0
0.4654,1.1005180066956383565353338204608123023328350587439672272938457749e0
0.4653,1.0998085946889160644871891845965954131598591321160128838526272994e0
0.4652,1.0990993341147630964438397714858337266577717846879336955655906750e0
0.4651,1.0983902248759311817785896211202952545956106988219082974009980372e0
0.465,1.0976812668752300602071301029159012918672230184532446531115437421e0
0.4649,1.0969724600155274204018771775707088942314008152805911877341242127e0
0.4648,1.0962638041997488386649678757113139191204880574522892776134150533e0
0.4647,1.0955552993308777176598295576741653926513064434735450794756302346e0
0.4646,1.0948469453119552252012356310827402328205807980891208471007300624e0
0.4645,1.0941387420460802331037615149829041274874819956348070571385794764e0
0.4644,1.0934306894364092560885547511874267074969825236711402068031526132e0
0.4643,1.0927227873861563907483332751568733311117716313927222182773593893e0
0.4642,1.0920150357985932545705259702083072578774359517134032868150001028e0
0.4641,1.0913074345770489250184697400957493829424100996534814776585266747e0
0.464,1.0905999836249098786705774460475018657697887942787847539692594259e0
0.4639,1.0898926828456199304173911651755899550340719353597291657556357812e0
0.4638,1.0891855321426801727164353377920553166128194130341893782018135286e0
0.4637,1.0884785314196489149047844815759856452323995037422902293869284887e0
0.4636,1.0877716805801416225692602607343299142783113935510797125813474972e0
0.4635,1.0870649795278308569741728082890661263453783756898973897780456649e0
0.4634,1.0863584281664462145465213094034979066734171713980362963509665468e0
0.4633,1.0856520263997742664185689632316959751968915845594465315419715660e0
0.4632,1.0849457741316584980277075501377078896850582042721000922840584503e0
0.4631,1.0842396712659992487735269402854711296860880220768891096903843913e0
0.463,1.0835337177067536517320049885467164557315427379907214694119447866e0
0.4629,1.0828279133579355734267333694128756087338072221805260206415727466e0
0.4628,1.0821222581236155536570950141284441016696397510073287748221014675e0
0.4627,1.0814167519079207453833089205877296046713816908858299771786107770e0
0.4626,1.0807113946150348546682582146547719564641433897829756238422584396e0
0.4625,1.0800061861491980806760174494777840878504980241136367260258508531e0
0.4624,1.0793011264147070557269952370750652735455281653444162366601538894e0
0.4623,1.0785962153159147854096084139693095142216715253603297701637730364e0
0.4622,1.0778914527572305887484040499419020899651301573066999397397758603e0
0.4621,1.0771868386431200384285457160684952415008040762335804903548284931e0
0.462,1.0764823728781049010765805350822075732139858089883226451130698926e0
0.4619,1.0757780553667630775974036437915284050387585484699898739599575475e0
0.4618,1.0750738860137285435673368037567544291716171791397763232518395287e0
0.4617,1.0743698647236912896832380027018673818695734103587489746724234015e0
0.4616,1.0736659914013972622675589952085029804216707143185682470783362119e0
0.4615,1.0729622659516483038292678371053872928680969588595870681313692458e0
0.4614,1.0722586882793020936805535736306504287728498629858335399082283780e0
0.4613,1.0715552582892720886092303469060916238395029520867209332869714311e0
0.4612,1.0708519758865274636067582935220863362608275694294832903212324274e0
0.4611,1.0701488409760930526517987080897160130800511017141047907392870976e0
0.461,1.0694458534630492895492210534731850944228210058275772995801579497e0
0.4609,1.0687430132525321488244795030709872168169312293168818166484202604e0
0.4608,1.0680403202497330866732768049689123106376189313664897590693358243e0
0.4607,1.0673377743598989819664333620421664612150253159522925059529762110e0
0.4606,1.0666353754883320773098795261379243634832072731400025656799334211e0
0.4605,1.0659331235403899201596892083238665377709971804431459750351088330e0
0.4604,1.0652310184214853039920730108429860287496685885151578207852047439e0
0.4603,1.0645290600370862095282491898704971691672665881726453561500028144e0
0.4602,1.0638272482927157460141108614253564939172551317197954200779775992e0
0.4601,1.0631255830939520925546079658470266293099059815172588460883725826e0
0.46,1.0624240643464284395027626091079908016333817362262012763563412045e0
0.4599,1.0617226919558329299032365018944706074904596248675976751758817732e0
0.4598,1.0610214658279086009903693198521242214361919970194967776205336739e0
0.4597,1.0603203858684533257406069106605168971438191134787897474247705762e0
0.4596,1.0596194519833197544792383756701703186569468609969503093649771916e0
0.4595,1.0589186640784152565413611557093212105323628745941898036304583939e0
0.4594,1.0582180220597018619869933523444610138211754515835680538531160838e0
0.4593,1.0575175258331962033702526173595950359211669753303558252442023974e0
0.4592,1.0568171753049694575625210445042582078343731520308109393428825336e0
0.4591,1.0561169703811472876295155986499616195454827568659744753366502676e0
0.459,1.0554169109679097847621837183892248075113187814740316658237587390e0
0.4589,1.0547169969714914102613438288109780605337026717058536386932758269e0
0.4588,1.0540172282981809375759906016912007843430706286495933534997472927e0
0.4587,1.0533176048543213943951849006484994850110941100728935389999620824e0
0.4586,1.0526181265463100047934484489312247333390583675031924297530150372e0
0.4585,1.0519187932805981314295833574259823670136712510690202187661585236e0
0.4584,1.0512196049636912177988367502073112601732001711484187222215510125e0
0.4583,1.0505205615021487305383308244851786032155706089265979297489300714e0
0.4582,1.0498216628025841017856787811510834292051699812223673946569374420e0
0.4581,1.0491229087716646715907071612752590162856028606539244743983244354e0
0.458,1.0484242993161116303802052228670229877793424430684139407809177788e0
0.4579,1.0477258343426999614756220909780379046735028244888208204944432581e0
0.4578,1.0470275137582583836636325128044116636097343548515843512096920729e0
0.4577,1.0463293374696692938194921478284821264130953101874969756495598382e0
0.4576,1.0456313053838687095831034212350894494522141142390026932416079401e0
0.4575,1.0449334174078462120877130668404371746081157416560633612080876386e0
0.4574,1.0442356734486448887411625835845731985688684034342655520347849951e0
0.4573,1.0435380734133612760596129272613774534208599708619157924429582573e0
0.4572,1.0428406172091453025536648565930169998543058274940038570716326635e0
0.4571,1.0421433047432002316667964499994130377242239949094386610103903445e0
0.457,1.0414461359227826047660394064676491536772680670381479130389996972e0
0.4569,1.0407491106552021841848158407917263232999117406927597730050625859e0
0.4568,1.0400522288478218963178573801299274330297228967405457581818779077e0
0.4567,1.0393554904080577747681284653155813494680705422661647186622205322e0
0.4566,1.0386588952433789035456758566575021038783426230390862713083564570e0
0.4565,1.0379624432613073603183264400791101405187167046530931325169936093e0
0.4564,1.0372661343694181597141555253705066631022060006918303523716500684e0
0.4563,1.0365699684753391966756479240658550705023092177440193521387612564e0
