lambda,cdf,ccdf
0.296875,3.3901268528072357400577000132371746765112966744066728589713348390e-1,6.6098731471927642599422999867628253234887033255933271410286651610e-1
0.3125,3.4169596378278738576003618171707306807186309973925251857135672869e-1,6.5830403621721261423996381828292693192813690026074748142864327131e-1
0.328125,3.4437182358548328058613802092860991939931461965033477666212670416e-1,6.5562817641451671941386197907139008060068538034966522333787329584e-1
0.34375,3.4704012870369359994774607617067993572976395770761997229408643949e-1,6.5295987129630640005225392382932006427023604229238002770591356051e-1
0.359375,3.4970074717676632807902426374560634991221265380680948263762961216e-1,6.5029925282323367192097573625439365008778734619319051736237038784e-1
0.375,3.5235355101420051309390294404224293904720636261368325938526512912e-1,6.4764644898579948690609705595775706095279363738631674061473487088e-1
0.390625,3.5499841614091268071398523746120692896743559124270796058555032833e-1,6.4500158385908731928601476253879307103256440875729203941444967167e-1
0.40625,3.5763522234214147940941736012390041504394067185663121178386724429e-1,6.4236477765785852059058263987609958495605932814336878821613275571e-1
0.421875,3.6026385320804559430527627588760754984161312033626343557594932336e-1,6.3973614679195440569472372411239245015838687966373656442405067664e-1
0.4375,3.6288419607804780946700618496911154734526881451443988930777500128e-1,6.3711580392195219053299381503088845265473118548556011069222499872e-1
0.453125,3.6549614198497598492116568067834226813294338271624295238653150027e-1,6.3450385801502401507883431932165773186705661728375704761346849973e-1
0.46875,3.6809958559904964664237255566507035329041462010462694072645714547e-1,6.3190041440095035335762744433492964670958537989537305927354285453e-1
0.484375,3.7069442517175886527256232291566697407105280710093325829797674290e-1,6.2930557482824113472743767708433302592894719289906674170202325710e-1
0.5,3.7328056247968012294895311085732757215770572279015914603900524580e-1,6.2671943752031987705104688914267242784229427720984085396099475420e-1
0.515625,3.7585790276827193760952811545366391999761456182284059067865635419e-1,6.2414209723172806239047188454633608000238543817715940932134364581e-1
0.53125,3.7842635469569113072581792969750836906605198983402765954648614518e-1,6.2157364530430886927418207030249163093394801016597234045351385482e-1
0.546875,3.8098583027666878769443180456421067770761239766294439277719176335e-1,6.1901416972333121230556819543578932229238760233705560722280823665e-1
0.5625,3.8353624482648317012519333708388077523249520452038289268005612059e-1,6.1646375517351682987480666291611922476750479547961710731994387941e-1
0.578125,3.8607751690506509593675187204896293134733419700211516989799792481e-1,6.1392248309493490406324812795103706865266580299788483010200207519e-1
0.59375,3.8860956826126960637554446594464353259156796830582884299459582041e-1,6.1139043173873039362445553405535646740843203169417115700540417959e-1
0.609375,3.9113232377734608860530764170872559308762837007473876419688012096e-1,6.0886767622265391139469235829127440691237162992526123580311987904e-1
0.625,3.9364571141363741810048361601165815686931881172384667117715562135e-1,6.0635428858636258189951638398834184313068118827615332882284437865e-1
0.640625,3.9614966215353712638548349418334615858380119683189402724783357788e-1,6.0385033784646287361451650581665384141619880316810597275216642212e-1
0.65625,3.9864410994873208630442229346885461282613539660674978372367516685e-1,6.0135589005126791369557770653114538717386460339325021627632483315e-1
0.671875,4.0112899166475673854264166244122259136240610242783821179311725935e-1,5.9887100833524326145735833755877740863759389757216178820688274065e-1
0.6875,4.0360424702688345906487921048752086830985585426681389999280789105e-1,5.9639575297311654093512078951247913169014414573318610000719210895e-1
0.703125,4.0606981856637228695502046094236900800064938818930156895787195465e-1,5.9393018143362771304497953905763099199935061181069843104212804535e-1
0.71875,4.0852565156710189526948806908917082246895232378793907040525900582e-1,5.9147434843289810473051193091082917753104767621206092959474099419e-1
0.734375,4.1097169401260239334552616533987306381996814527788362829697413233e-1,5.8902830598739760665447383466012693618003185472211637170302586767e-1
0.75,4.1340789653350929690003340692217019845218224572466020263220978322e-1,5.8659210346649070309996659307782980154781775427533979736779021678e-1
0.765625,4.1583421235545679154870360803997636036321359923130580715904396555e-1,5.8416578764454320845129639196002363963678640076869419284095603445e-1
0.78125,4.1825059724742724537813915827608976312967497500007486392256298394e-1,5.8174940275257275462186084172391023687032502499992513607743701606e-1
0.796875,4.2065700947057279620196798110862387038461474380160352700666525958e-1,5.7934299052942720379803201889137612961538525619839647299333474042e-1
0.8125,4.2305340972752374839286947286619577032878486913849839244115781653e-1,5.7694659027247625160713052713380422967121513086150160755884218347e-1
0.828125,4.2543976111219746195590441306138678421743547483626363177187729674e-1,5.7456023888780253804409558693861321578256452516373636822812270326e-1
0.84375,4.2781602906012040203031845231372389202581465009868010632864297020e-1,5.7218397093987959796968154768627610797418534990131989367135702980e-1
0.859375,4.3018218129927503950064244841473654419538680312146201091931979368e-1,5.6981781870072496049935755158526345580461319687853798908068020632e-1
0.875,4.3253818780148235207717905077847963184849657817096571677497197001e-1,5.6746181219851764792282094922152036815150342182903428322502802999e-1
0.890625,4.3488402073432976927679407603263413155570402965451232524341937562e-1,5.6511597926567023072320592396736586844429597034548767475658062438e-1
0.90625,4.3721965441365353339743640450071838954976987269636825968943386835e-1,5.6278034558634646660256359549928161045023012730363174031056613165e-1
0.921875,4.3954506525658361103008538599600774596872699675759093227309953524e-1,5.6045493474341638896991461400399225403127300324240906772690046476e-1
0.9375,4.4186023173515848508364216300291817239703964562088410021491300020e-1,5.5813976826484151491635783699708182760296035437911589978508699980e-1
0.953125,4.4416513433051638490467195542604976019871489967513601198537827256e-1,5.5583486566948361509532804457395023980128510032486398801462172744e-1
0.96875,4.4645975548766877104862812823553725289981896295966547563136718045e-1,5.5354024451233122895137187176446274710018103704033452436863281955e-1
0.984375,4.4874407957086118079809851297908627653852030855763731308661374653e-1,5.5125592042913881920190148702091372346147969144236268691338625347e-1
1,4.5101809281952585982591839302215356640747379939687717862492563723e-1,5.4898190718047414017408160697784643359252620060312282137507436277e-1
1.03125,4.5553514088682240913599806541618640857284373314502486248417666711e-1,5.4446485911317759086400193458381359142715626685497513751582333289e-1
1.0625,4.6001082547256943842372919639313017393318576590622347079577741892e-1,5.3998917452743056157627080360686982606681423409377652920422258108e-1
1.09375,4.6444509964431704207860756482895361198790685584909540256132911209e-1,5.3555490035568295792139243517104638801209314415090459743867088791e-1
1.125,4.6883794245045029567017089021432983409794329591809695390032751058e-1,5.3116205754954970432982910978567016590205670408190304609967248942e-1
1.15625,4.7318935765524905151137781552835492758454742957116568694714189966e-1,5.2681064234475094848862218447164507241545257042883431305285810034e-1
1.1875,4.7749937251267964154279152701231054130824730934957216614555927100e-1,5.2250062748732035845720847298768945869175269065042783385444072900e-1
1.21875,4.8176803657877735988364618189640468756292748536399723120075223061e-1,5.1823196342122264011635381810359531243707251463600276879924776939e-1
1.25,4.8599542056238026306641847564534285266764488555841232726745475161e-1,5.1400457943761973693358152435465714733235511444158767273254524839e-1
1.28125,4.9018161521388660686174995964873828863165114065159476653418323805e-1,5.0981838478611339313825004035126171136834885934840523346581676196e-1
1.3125,4.9432673025162946506221453010378277113039027562141432588188252646e-1,5.0567326974837053493778546989621722886960972437858567411811747354e-1
1.34375,4.9843089332539210526899065755302852293845171100639093805550834074e-1,5.0156910667460789473100934244697147706154828899360906194449165926e-1
1.375,5.0249424901652591508316928578073283131775565850984855321181889989e-1,4.9750575098347408491683071421926716868224434149015144678818110011e-1
1.40625,5.0651695787407849270511134874580234091284354798368084701397678140e-1,4.9348304212592150729488865125419765908715645201631915298602321860e-1
1.4375,5.1049919548629238048357679713885513974256229241296624144318171546e-1,4.8950080451370761951642320286114486025743770758703375855681828454e-1
1.46875,5.1444115158679429809312143772278419288295323629086630771011819269e-1,4.8555884841320570190687856227721580711704676370913369228988180731e-1
1.5,5.1834302919476012105402006532857691438290589371386149851420334052e-1,4.8165697080523987894597993467142308561709410628613850148579665948e-1
1.53125,5.2220504378831177470977173506207352659816661361538066505197288667e-1,4.7779495621168822529022826493792647340183338638461933494802711333e-1
1.5625,5.2602742251037822458262328960140914521720241974903695668994348545e-1,4.7397257748962177541737671039859085478279758025096304331005651455e-1
1.59375,5.2981040340623341816086484754196978549353102496138253209598134073e-1,4.7018959659376658183913515245803021450646897503861746790401865927e-1
1.625,5.3355423469190897267157793140389964896904134565237777215342276992e-1,4.6644576530809102732842206859610035103095865434762222784657723008e-1
1.65625,5.3725917405266823458248653824541068109719050243295009260437326134e-1,4.6274082594733176541751346175458931890280949756704990739562673866e-1
1.6875,5.4092548797072070918690821670607015458261750730881079391145525130e-1,4.5907451202927929081309178329392984541738249269118920608854474870e-1
1.71875,5.4455345108135144488156798507510794256154778413267563469328044864e-1,4.5544654891864855511843201492489205743845221586732436530671955136e-1
1.75,5.4814334555663845043278085244701949375785916811960250611390675676e-1,4.5185665444336154956721914755298050624214083188039749388609324324e-1
1.78125,5.5169546051593233903796919241486010071755519015612898102469630814e-1,4.4830453948406766096203080758513989928244480984387101897530369186e-1
1.8125,5.5521009146227586438061851783204956135753148464196034306299563733e-1,4.4478990853772413561938148216795043864246851535803965693700436267e-1
1.84375,5.5868753974394659390947886262967931335423530028011446167077168883e-1,4.4131246025605340609052113737032068664576469971988553832922831117e-1
1.875,5.6212811204031342377551225874981935986450166067812594225391369324e-1,4.3787188795968657622448774125018064013549833932187405774608630676e-1
1.90625,5.6553211987120676560046505903681229425941133254506471169166516877e-1,4.3446788012879323439953494096318770574058866745493528830833483123e-1
1.9375,5.6889987912901283082722079910953284046171244693773750725769278129e-1,4.3110012087098716917277920089046715953828755306226249274230721871e-1
1.96875,5.7223170963271432215634967005694021831487634325765349722596003430e-1,4.2776829036728567784365032994305978168512365674234650277403996570e-1
2,5.7552793470311284602984134883063400264539649163718337439209767386e-1,4.2447206529688715397015865116936599735460350836281662560790232614e-1
2.0625,5.8201487692991753407540768903866348568461782505734354502239761383e-1,4.1798512307008246592459231096133651431538217494265645497760238617e-1
2.125,5.8836334753367754672893845222503943962949304306587628338592886569e-1,4.1163665246632245327106154777496056037050695693412371661407113431e-1
2.1875,5.9457602037511953928826038491694425814680557941329335965523729420e-1,4.0542397962488046071173961508305574185319442058670664034476270580e-1
2.25,6.0065559115706427980855556162610928431051459803769604033925435483e-1,3.9934440884293572019144443837389071568948540196230395966074564517e-1
2.3125,6.0660476817137850522774064826358372024831778290003481208019032379e-1,3.9339523182862149477225935173641627975168221709996518791980967621e-1
2.375,6.1242626400693629948526265049535293228820496454773250481277860478e-1,3.8757373599306370051473734950464706771179503545226749518722139522e-1
2.4375,6.1812278814274653166225394655278985582385209440273351377372713290e-1,3.8187721185725346833774605344721014417614790559726648622627286710e-1
2.5,6.2369704035487186366397387889296016651854238201890909219726369872e-1,3.7630295964512813633602612110703983348145761798109090780273630128e-1
2.5625,6.2915170487017250423906266012371677097038358616244278076118036646e-1,3.7084829512982749576093733987628322902961641383755721923881963354e-1
2.625,6.3448944520421525468258461081009733271270631621472033987638694774e-1,3.6551055479578474531741538918990266728729368378527966012361305226e-1
2.6875,6.3971289962486539421643397112916000748727191236643745273622624359e-1,3.6028710037513460578356602887083999251272808763356254726377375641e-1
2.75,6.4482467718710305321539718725191453009701431672234593192890760009e-1,3.5517532281289694678460281274808546990298568327765406807109239991e-1
2.8125,6.4982735428846069436058589305436478922246636711344776706507080280e-1,3.5017264571153930563941410694563521077753363288655223293492919720e-1
2.875,6.5472347169815319032559664236259593415311152927786856423011155602e-1,3.4527652830184680967440335763740406584688847072213143576988844398e-1
2.9375,6.5951553201646011039275166247526840127877028386985543321636232724e-1,3.4048446798353988960724833752473159872122971613014456678363767276e-1
3,6.6420599752421811067770244822103832701465068380916814130943563093e-1,3.3579400247578188932229755177896167298534931619083185869056436907e-1
3.0625,6.6879728838538953507749095689249873463751455022987247020369367826e-1,3.3120271161461046492250904310750126536248544977012752979630632174e-1
3.125,6.7329178116859354034582276140743953833516068093649235148970460539e-1,3.2670821883140645965417723859256046166483931906350764851029539461e-1
3.1875,6.7769180765622212559912589717469187824598868840475308948043509894e-1,3.2230819234377787440087410282530812175401131159524691051956490106e-1
3.25,6.8199965391232063128296835416425201107616362155919611221924908868e-1,3.1800034608767936871703164583574798892383637844080388778075091132e-1
3.3125,6.8621755958279687662419818120437117445573554362265829311265527155e-1,3.1378244041720312337580181879562882554426445637734170688734472845e-1
3.375,6.9034771740374218476829757855941598498300660124425063438908275140e-1,3.0965228259625781523170242144058401501699339875574936561091724860e-1
3.4375,6.9439227289570867430271830379672950188528257801259983903122122014e-1,3.0560772710429132569728169620327049811471742198740016096877877986e-1
3.5,6.9835332422369826739243052612130317119723795571735864064696202732e-1,3.0164667577630173260756947387869682880276204428264135935303797268e-1
3.5625,7.0223292220438793022381428183218078568567291332878144834661405357e-1,2.9776707779561206977618571816781921431432708667121855165338594643e-1
3.625,7.0603307044375080265064259529893709865296619571582817762509649760e-1,2.9396692955624919734935740470106290134703380428417182237490350240e-1
3.6875,7.0975572558974209939841373975490035826728276854545453770786336039e-1,2.9024427441025790060158626024509964173271723145454546229213663961e-1
3.75,7.1340279768610982924617748364180633936090575535139383642215512845e-1,2.8659720231389017075382251635819366063909424464860616357784487155e-1
3.8125,7.1697615061467111905195727294673557444431155141482198735419309314e-1,2.8302384938532888094804272705326442555568844858517801264580690686e-1
3.875,7.2047760261457262074458739530796974195462783926205196160032621803e-1,2.7952239738542737925541260469203025804537216073794803839967378197e-1
3.9375,7.2390892686813519864452935369677560218636047189170273519284144669e-1,2.7609107313186480135547064630322439781363952810829726480715855331e-1
4,7.2727185214387559838224678910683362636087224737961932194811543113e-1,2.7272814785612440161775321089316637363912775262038067805188456887e-1
4.125,7.3379920295815742525764376143615435913251844582160031001239149245e-1,2.6620079704184257474235623856384564086748155417839968998760850755e-1
4.25,7.4007262418495588840497912769964196541019044399326888554283681284e-1,2.5992737581504411159502087230035803458980955600673111445716318716e-1
4.375,7.4610442228587658429620516241420850040892686054758560339246549782e-1,2.5389557771412341570379483758579149959107313945241439660753450218e-1
4.5,7.5190626740465383175371250703157853234042214213925454649941754247e-1,2.4809373259534616824628749296842146765957785786074545350058245753e-1
4.625,7.5748922056296529514235315381887525741348293823130663683429676847e-1,2.4251077943703470485764684618112474258651706176869336316570323153e-1
4.75,7.6286376121860206381945107646857293064141030763580793402392674036e-1,2.3713623878139793618054892353142706935858969236419206597607325964e-1
4.875,7.6803981480337371380921770766698305592591339724512371212815471529e-1,2.3196018519662628619078229233301694407408660275487628787184528471e-1
5,7.7302677994283581747300054263542397075497428191994602963433991704e-1,2.2697322005716418252699945736457602924502571808005397036566008296e-1
5.125,7.7783355512947134178221111747878243731629097090266473185621707502e-1,2.2216644487052865821778888252121756268370902909733526814378292498e-1
5.25,7.8246856467781426818210163779683083852038284216837553296402656745e-1,2.1753143532218573181789836220316916147961715783162446703597343255e-1
5.375,7.8693978383627601411070561822102819837463547152280862540858694929e-1,2.1306021616372398588929438177897180162536452847719137459141305071e-1
5.5,7.9125476296790098716188082145724681071585920500496768903504664193e-1,2.0874523703209901283811917854275318928414079499503231096495335808e-1
5.625,7.9542065074243595898718957795331831318863441091616314779911031062e-1,2.0457934925756404101281042204668168681136558908383685220088968938e-1
5.75,7.9944421630620917405684961999391191333562196461379758986726206004e-1,2.0055578369379082594315038000608808666437803538620241013273793996e-1
5.875,8.0333187041543598057038282026127048056956279040960151903638636144e-1,1.9666812958456401942961717973872951943043720959039848096361363856e-1
6,8.0708968553358234181925489444568297185131823463846318076858408985e-1,1.9291031446641765818074510555431702814868176536153681923141591015e-1
6.125,8.1072341490506380005856849193146718116224691102234661245922152062e-1,1.8927658509493619994143150806853281883775308897765338754077847938e-1
6.25,8.1423851062645001754853797822233220283414039732342081187025878642e-1,1.8576148937354998245146202177766779716585960267657918812974121358e-1
6.375,8.1764014074299490678688493187296877081906537623770242164420159801e-1,1.8235985925700509321311506812703122918093462376229757835579840199e-1
6.5,8.2093320540314352240679259435035455019136788322476651034716034266e-1,1.7906679459685647759320740564964544980863211677523348965283965734e-1
6.625,8.2412235210703032034713762886309241100027913338296922456062331900e-1,1.7587764789296967965286237113690758899972086661703077543937668100e-1
6.75,8.2721199008716909778141179185811337140376144563061181257328508760e-1,1.7278800991283090221858820814188662859623855436938818742671491240e-1
6.875,8.3020630386078198745899613455545471188377148431763941136888184182e-1,1.6979369613921801254100386544454528811622851568236058863111815818e-1
7,8.3310926599371992323734705885492504494143493354878101499142367558e-1,1.6689073400628007676265294114507495505856506645121898500857632442e-1
7.125,8.3592464911585132420688429000605584789695612632084708860915144040e-1,1.6407535088414867579311570999394415210304387367915291139084855960e-1
7.25,8.3865603722727131178058193799447513316473198570500714954845615925e-1,1.6134396277272868821941806200552486683526801429499285045154384075e-1
7.375,8.4130683633381816863842008823410739660076644445307378836857455228e-1,1.5869316366618183136157991176589260339923355554692621163142544772e-1
7.5,8.4388028444926438206941008235826844596819542168232216133854941770e-1,1.5611971555073561793058991764173155403180457831767783866145058230e-1
7.625,8.4637946100024720697763322604689989204544591997944225591963115166e-1,1.5362053899975279302236677395310010795455408002055774408036884834e-1
7.75,8.4880729566857517219754036793871349348915874443949331648339877918e-1,1.5119270433142482780245963206128650651084125556050668351660122082e-1
7.875,8.5116657670403791316351246141895378631577139918991701162300370683e-1,1.4883342329596208683648753858104621368422860081008298837699629317e-1
8,8.5345995873929337350880813302017769392436198253753937225385888487e-1,1.4654004126070662649119186697982230607563801746246062774614111513e-1
8.25,8.5785901989649768491392175650597162705764798290945186318272519853e-1,1.4214098010350231508607824349402837294235201709054813681727480147e-1
8.5,8.6202331227050444781459393159648366581429748796319002322124655375e-1,1.3797668772949555218540606840351633418570251203680997677875344625e-1
8.75,8.6596995792453454511153939403739881816088564885462170295205679697e-1,1.3403004207546545488846060596260118183911435114537829704794320303e-1
9,8.6971454657868979660137180961813241099397441907010690185505358602e-1,1.3028545342131020339862819038186758900602558092989309814494641398e-1
9.25,8.7327129382521592749892270179474970106660129316883967489635850398e-1,1.2672870617478407250107729820525029893339870683116032510364149602e-1
9.5,8.7665318131159261240340330492958966507361413151359429169175460839e-1,1.2334681868840738759659669507041033492638586848640570830824539161e-1
9.75,8.7987208107095915302684848072488388340220719301178108055850257117e-1,1.2012791892904084697315151927511611659779280698821891944149742883e-1
10,8.8293886591356384723616790929075138256882727806208308246876160419e-1,1.1706113408643615276383209070924861743117272193791691753123839582e-1
10.25,8.8586350755686547741841753665704420066086165022131374810982569889e-1,1.1413649244313452258158246334295579933913834977868625189017430111e-1
10.5,8.8865516396347839735598664309854559054115825717921145816099789546e-1,1.1134483603652160264401335690145440945884174282078854183900210454e-1
10.75,8.9132225717288258709746584681542966306887216998674175259997052202e-1,1.0867774282711741290253415318457033693112783001325824740002947798e-1
11,8.9387254275217786436016577016946918348138992133023954046333350577e-1,1.0612745724782213563983422983053081651861007866976045953666649423e-1
11.25,8.9631317185066876206192067372364071392213464496358818420461074630e-1,1.0368682814933123793807932627635928607786535503641181579538925370e-1
11.5,8.9865074672038842844384186212194879791323337788367573183494107301e-1,1.0134925327961157155615813787805120208676662211632426816505892699e-1
11.75,9.0089137045765794832926222699483604531065896686158014582741380863e-1,9.9108629542342051670737773005163954689341033138419854172586191369e-2
12,9.0304069162748761805630235374364035788353961796810932507755296926e-1,9.6959308372512381943697646256359642116460382031890674922447030745e-2
12.25,9.0510394435132059352710991164498525570149034275405896929410174655e-1,9.4896055648679406472890088355014744298509657245941030705898253450e-2
12.5,9.0708598436775630049741704564360156291608955192148064010266882236e-1,9.2914015632243699502582954356398437083910448078519359897331177642e-2
12.75,9.0899132151411456733261622771022761903313233479342087336677840242e-1,9.1008678485885432667383772289772380966867665206579126633221597582e-2
13,9.1082414902282322609288865278204150757467696346260391830642038113e-1,8.9175850977176773907111347217958492425323036537396081693579618868e-2
13.25,9.1258836997959469412855105924368879972919869704339048947529569688e-1,8.7411630020405305871448940756311200270801302956609510524704303122e-2
13.5,9.1428762124929801687736152982439074382231976446558869042009634265e-1,8.5712378750701983122638470175609256177680235534411309579903657349e-2
13.75,9.1592529513954788553741918506788790344384733475146286777056859147e-1,8.4074704860452114462580814932112096556152665248537132229431408531e-2
14,9.1750455904064115404973159188925629417552308277475976574171857807e-1,8.2495440959358845950268408110743705824476917225240234258281421928e-2
14.25,9.1902837325298511698479157405167513675527307900379797716763616534e-1,8.0971626747014883015208425948324863244726920996202022832363834656e-2
14.5,9.2049950718907004347233839550196626779044969412024976874577012624e-1,7.9500492810929956527661604498033732209550305879750231254229873761e-2
14.75,9.2192055411589952551672444053370416316469335789103140715070237295e-1,7.8079445884100474483275559466295836835306642108968592849297627054e-2
15,9.2329394458522379855270895938825185480093834264470305485883243531e-1,7.6706055414776201447291040611748145199061657355296945141167564687e-2
15.25,9.2462195868259237747892223202312914997302871079744742104755051670e-1,7.5378041317407622521077767976870850026971289202552578952449483302e-2
15.5,9.2590673721186652774427143953102389092171893868898552792157652472e-1,7.4093262788133472255728560468976109078281061311014472078423475281e-2
15.75,9.2715029191916095895528946715666047189924940333552623614380464525e-1,7.2849708080839041044710532843339528100750596664473763856195354749e-2
16,9.2835451484900244126594040055534440391947015406805818322104648380e-1,7.1645485150997558734059599444655596080529845931941816778953516203e-2
16.5,9.3065198576349565327072824529921892617913701169511555287371559262e-1,6.9348014236504346729271754700781073820862988304884447126284407376e-2
17,9.3281220074559883438967526186912282766331843062223559984548686845e-1,6.7187799254401165610324738130877172336681569377764400154513131549e-2
17.5,9.3484677558144472912932195361144844239818053569413940504154968340e-1,6.5153224418555270870678046388551557601819464305860594958450316597e-2
18,9.3676607926657048988633742381444611843783866555870142463214298029e-1,6.3233920733429510113662576185553881562161334441298575367857019706e-2
18.5,9.3857939385897352531253398709036632953917158341642863846645637370e-1,6.1420606141026474687466012909633670460828416583571361533543626299e-2
19,9.4029505075601315407974395897208312799975392175811503874499175473e-1,5.9704949243986845920256041027916872000246078241884961255008245269e-2
19.5,9.4192054729283573032146871047739939224686673736691775030633223460e-1,5.8079452707164269678531289522600607753133262633082249693667765402e-2
20,9.4346264685125708509225169002413291054272511235150017111900731330e-1,5.6537353148742914907748309975867089457274887648499828880992686702e-2
20.5,9.4492746509899331855197194476231559478218907082077049732559176896e-1,5.5072534901006681448028055237684405217810929179229502674408231039e-2
21,9.4632054452028548746965592911192394960222803370794368886214556642e-1,5.3679455479714512530344070888076050397771966292056311137854433578e-2
21.5,9.4764691902742358679065901315800958879825390093585210413896255731e-1,5.2353080972576413209340986841990411201746099064147895861037442693e-2
22,9.4891117014060104287196660681215482868168210924424538900784409469e-1,5.1088829859398957128033393187845171318317890755754610992155905308e-2
22.5,9.5011747597696078137508313531466228646663102189642524785908928708e-1,4.9882524023039218624916864685337713533368978103574752140910712916e-2
23,9.5126965408765407345279587802111121907490786642222730136529051555e-1,4.8730345912345926547204121978888780925092133577772698634709484447e-2
23.5,9.5237119901556268444304682411275880048370621131051318681888179132e-1,4.7628800984437315556953175887241199516293788689486813181118208675e-2
24,9.5342531530916948121531351817436440459562146893431935091097046493e-1,4.6574684690830518784686481825635595404378531065680649089029535067e-2
24.5,9.5443494661444122187081178073943101257911581546953874710949872699e-1,4.5565053385558778129188219260568987420884184530461252890501273006e-2
25,9.5540280137214727066771268872177270094454551728406638857815767801e-1,4.4597198627852729332287311278227299055454482715933611421842321991e-2
25.5,9.5633137556928141699874042599740757761326427644347639320111189841e-1,4.3668624430718583001259574002592422386735723556523606798888101591e-2
26,9.5722297292736548092294674125669173003124981242947262529126615870e-1,4.2777027072634519077053258743308269968750187570527374708733841304e-2
26.5,9.5807972285511881755599214392037661640691195223465336698442629853e-1,4.1920277144881182444007856079623383593088047765346633015573701466e-2
27,9.5890359644643370439318345501210436638407035190020645646426121275e-1,4.1096403553566295606816544987895633615929648099793543535738787246e-2
27.5,9.5969642076530336967402200762779861458453400502676477047109404106e-1,4.0303579234696630325977992372201385415465994973235229528905958938e-2
28,9.6045989162608323039480582403343376223667763238227014746007531685e-1,3.9540108373916769605194175966566237763322367617729852539924683151e-2
28.5,9.6119558504922461579358446507841875305106886354077252801445176266e-1,3.8804414950775384206415534921581246948931136459227471985548237338e-2
29,9.6190496754858065928282459217580212657670822740689320116298600641e-1,3.8095032451419340717175407824197873423291772593106798837013993586e-2
29.5,9.6258940538586784688703706737467944789043197320683294038380393005e-1,3.7410594614132153112962932625320552109568026793167059616196069947e-2
30,9.6325017291031331633595359047386636121536044084975056165177017806e-1,3.6749827089686683664046409526133638784639559150249438348229821938e-2
30.5,9.6388846008646273061046282128123396374124687137789093899779359216e-1,3.6111539913537269389537178718766036258753128622109061002206407837e-2
31,9.6450537930018013210548594448892915785435223017310984614027546245e-1,3.5494620699819867894514055511070842145647769826890153859724537553e-2
31.5,9.6510197152171763133844230818734331650141085937771602791578238230e-1,3.4898028478282368661557691812656683498589140622283972084217617699e-2
32,9.6567921189509996840659179490331099420184784531225365781940419357e-1,3.4320788104900031593408205096689005798152154687746342180595806432e-2
33,9.6677923854290016244734300192385059622377989966914949976681755225e-1,3.3220761457099837552656998076149403776220100330850500233182447747e-2
34,9.6781212567837896508619430612708191625564844929294507236934310291e-1,3.2187874321621034913805693872918083744351550707054927630656897090e-2
35,9.6878376762561488985408712899571781165693062846988588873180828403e-1,3.1216232374385110145912871004282188343069371530114111268191715970e-2
36,9.6969939440858871860129700075593568949260537295329773373446379114e-1,3.0300605591411281398702999244064310507394627046702266265536208859e-2
37,9.7056366210164312656717914745243801274533537460180575130119689125e-1,2.9436337898356873432820852547561987254664625398194248698803108749e-2
38,9.7138072891395557489145649012415474267333930834954887670415255260e-1,2.8619271086044425108543509875845257326660691650451123295847447403e-2
39,9.7215431955465667318428188341955420597611421475939343570558542740e-1,2.7845680445343326815718116580445794023885785240606564294414572600e-2
40,9.7288777992106059800191320618289286906260837679694365265399699833e-1,2.7112220078939401998086793817107130937391623203056347346003001674e-2
41,9.7358412375740329970086260579164997555532599595982488708903635860e-1,2.6415876242596700299137394208350024444674004040175112910963641402e-2
42,9.7424607261999754329963266341769989330398319580532117853867139933e-1,2.5753927380002456700367336582300106696016804194678821461328600671e-2
43,9.7487609023768873569658916734694371460703882065088528988951737888e-1,2.5123909762311264303410832653056285392961179349114710110482621115e-2
44,9.7547641215949722102890902668227897176431335306003281425614236469e-1,2.4523587840502778971090973317721028235686646939967185743857635307e-2
45,9.7604907142339210785052528340512675259671262096613275499940073088e-1,2.3950928576607892149474716594873247403287379033867245000599269121e-2
46,9.7659592085286974801122300470954591485780980956279085812609700382e-1,2.3404079147130251988776995290454085142190190437209141873902996181e-2
47,9.7711865248495173890018355650928288746008991031376874391134730292e-1,2.2881347515048261099816443490717112539910089686231256088652697077e-2
48,9.7761881454937682495689324396435196907024724534272022071950250118e-1,2.2381185450623175043106756035648030929752754657279779280497498821e-2
49,9.7809782635024993625476194924153134108042610269235830192069955328e-1,2.1902173649750063745238050758468658919573897307641698079300446716e-2
50,9.7855699134518716428733928638154293598177132733889528673483030084e-1,2.1443008654812835712660713618457064018228672661104713265169699157e-2
51,9.7899750867066458191324579737984830428523263128367825797867648077e-1,2.1002491329335418086754202620151695714767368716321742021323519228e-2
52,9.7942048332394984024824153332286557647635833452227488187279350566e-1,2.0579516676050159751758466677134423523641665477725118127206494345e-2
53,9.7982693518016610346260052539357165508855096431763675118465707669e-1,2.0173064819833896537399474606428344911449035682363248815342923315e-2
54,9.8021780699650952300786880445631426090670431368924007748142104040e-1,1.9782193003490476992131195543685739093295686310759922518578959601e-2
55,9.8059397153345362736341982240881120716911045189126791380527358484e-1,1.9406028466546372636580177591188792830889548108732086194726415156e-2
56,9.8095623790415377963022806726374262349608756379651921778880592602e-1,1.9043762095846220369771932736257376503912436203480782211194073982e-2
57,9.8130535724758768624812461490880644575048354305858800643786426904e-1,1.8694642752412313751875385091193554249516456941411993562135730957e-2
58,9.8164202780772719116687775034668455772505447618116406149313354561e-1,1.8357972192272808833122249653315442274945523818835938506866454389e-2
59,9.8196689948981971684168475103713735063331842894475266806032838872e-1,1.8033100510180283158315248962862649366681571055247331939671611280e-2
